Address,Latitude,Longitude,Pet at Home,Animal Type,Count
"5608 Abby Lane,Austin,TX",30.1401168,-97.7697458,False,Cat,1
"300 East Lane Street,Manor,TX",30.3464572,-97.554278,False,Dog,1
"2513 E Stassney Ln,Austin,TX",30.1934665,-97.74826449999999,False,Cat,1
"51St Street And Berkman,Austin,TX",30.3037953,-97.698926,False,Dog,2
"1340 Neans Drive,Austin,TX",30.3736142,-97.70318290000002,False,Cat,1
"15010 Fm 812,Del Valle,TX",30.110938,-97.623277,False,Cat,2
"5601 Manchaca Road,Austin,TX",30.2147238,-97.79739180000001,False,Dog,1
"13327 Old San Antonio Rd,Travis,TX",30.1119698,-97.8114313,False,Dog,1
"14802 Thunderhead Road,Austin,TX",30.3732325,-97.934135,False,Dog,1
"3048 Steiner Ranch Blvd,Travis,TX",30.3706199,-97.8943221,False,Dog,1
"3800 S 183 Hwy,Travis,TX",30.1946119,-97.6848399,True,Dog,2
"Airport Boulevard And Manor Road,Austin,TX",30.2862723,-97.70649039999999,False,Dog,1
"9901 North Capital Of Texas Highway,Austin,TX",30.3902961,-97.7401286,False,Cat,1
"West Anderson Lane And Shoal Creek Blvd,Austin,TX",30.3610565,-97.74085319999999,False,Dog,1
"5607 Apple Orchard Lane,Austin,TX",30.1986112,-97.7278781,False,Cat,1
"1200 Rundberg Lane,Austin,TX",30.354549,-97.67937700000002,False,Dog,1
"1515 Wickersham,Austin,TX",30.2349921,-97.7182435,False,Cat,5
"7816 Jotham Dr,Travis,TX",30.268257,-97.47183199999999,False,Dog,1
"605 W St Johns Avenue,Austin,TX",30.3378818,-97.7151542,False,Dog,2
"Highway 71 And Ross Road,Austin,TX",30.1862016,-97.60952619999999,False,Dog,2
"409 William Cannon Drive,Austin,TX",30.1912446,-97.7757,False,Cat,1
"Majestic Elm Lane,Travis,TX",30.3504596,-97.4318322,False,Dog,1
"8929 Shoal Creek,Austin,TX",30.3752802,-97.73288289999999,False,Cat,2
"12513 Lamplight Village Avenue,Austin,TX",30.41715019999999,-97.6951131,False,Cat,1
"7604 N Interstate Hwy 35,Austin,TX",30.3382201,-97.70197669999999,False,Dog,1
"5304 Via Besso,Travis,TX",30.3147416,-97.98961659999999,False,Dog,1
"Us Highway 290 And Parmer Lane,Austin,TX",30.3439101,-97.5802808,False,Dog,1
"8108 Canoga,Austin,TX",30.285173,-97.63864,False,Cat,4
"4604 Wally Avenue,Austin,TX",30.2816456,-97.6846411,False,Dog,1
"6315 Ken Caryl Dr,Austin,TX",30.1579051,-97.7431622,True,Dog,3
"10000 North Lamar Boulevard #1016,Austin,TX",30.3694186,-97.6952223,False,Dog,1
"3801 Black Granite Dr,Austin,TX",30.2012351,-97.69856209999999,False,Dog,1
"2303 Alta Vista,Austin,TX",30.2371151,-97.7465814,False,Cat,5
"508 East Howard Lane,Austin,TX",30.4139486,-97.65291049999999,False,Cat,3
"Huntleigh Circle And Craigwood Drive,Austin,TX",30.2827741,-97.6602293,False,Other,1
"1408 Parker Lane,Austin,TX",30.2412844,-97.7314052,False,Cat,1
"Weberville Way,Travis,TX",30.2337775,-97.48057639999999,False,Dog,1
"Ben White And South Congress,Austin,TX",30.2224893,-97.7641591,False,Dog,1
"Wells Branch And Single Trace,Austin,TX",30.4414046,-97.6886435,False,Dog,1
"7495 Chevy Chase Drive,Austin,TX",30.3393789,-97.7055573,False,Cat,1
"7912 Finch Trail,Austin,TX",30.1979744,-97.82447529999999,False,Cat,1
"8800 S 1St,Austin,TX",30.1753525,-97.7988192,False,Other,1
"6008 Marigold Terrace,Austin,TX",30.2311395,-97.7044039,False,Dog,1
"809 Tirado Street,Austin,TX",30.32334,-97.709276,False,Dog,1
"4600 Molera Dr,Austin,TX",30.207499,-97.85276999999999,False,Cat,1
"6448 Highway 290,Austin,TX",30.2347216,-97.86283859999999,False,Cat,1
"9000 Fm 812,Austin,TX",30.1625203,-97.6879518,False,Dog,1
"Parkfield And Cripple Creek,Austin,TX",30.3748926,-97.7009784,False,Dog,1
"4700 Palisade,Austin,TX",30.3410822,-97.7808586,False,Cat,1
"Tillery Street,Austin,TX",30.2684164,-97.7010695,False,Dog,1
"10739 Old Lockhart,Austin,TX",30.1133277,-97.7488597,False,Dog,2
"2801 La Frontera Blvd,Round Rock,TX",30.4786544,-97.6844412,False,Dog,1
"12443 Tech Ridge,Austin,TX",30.3966187,-97.6639567,False,Dog,1
"1900 Holly,Austin,TX",30.2622154,-97.80254049999999,False,Dog,2
"2316 Bitter Creek,Austin,TX",30.1831478,-97.75929590000001,False,Cat,1
"Burnet And Anderson Lane,Austin,TX",30.356204,-97.73086529999999,False,Dog,1
"Dittmar And South 1St,Austin,TX",30.1838742,-97.79268479999999,False,Dog,1
"8701 West Parmer Lane,Austin,TX",30.4680677,-97.76204299999999,False,Dog,2
"11934 Rosethorn Dr,Austin,TX",30.4004104,-97.70035949999999,True,Dog,1
"13003 Vinyard Drive,Travis,TX",30.117931,-97.8148492,False,Dog,2
"3839 Airport Boulevard,Austin,TX",30.2889343,-97.706779,False,Dog,1
"701 Center Ridge Dr,Austin,TX",30.4135114,-97.668206,False,Cat,3
"2801 Zeke Bend,Austin,TX",30.1907457,-97.8296416,False,Dog,1
"201 Prairie Dell,Austin,TX",30.3404581,-97.7078131,False,Dog,1
"305 East Grady Drive,Austin,TX",30.3727095,-97.68340649999999,False,Dog,1
"6501 Highpoint Cove,Austin,TX",30.3065462,-97.6663616,True,Dog,1
"2500 Rockridge,Austin,TX",30.1829207,-97.7558167,False,Cat,4
"Rosehill Circle And Stassney,Austin,TX",30.2138323,-97.794258,False,Dog,3
"300 Ferguson,Austin,TX",30.3763907,-97.6855921,False,Cat,1
"40 N Ih 35,Austin,TX",30.2553327,-97.7371805,False,Other,2
"2100 San Jacinto,Austin,TX",30.2840095,-97.7335602,True,Dog,1
"Hwy 183 & Ohlen Rd,Austin,TX",32.83659230000001,-97.12729139999999,False,Cat,1
"102 E Rundberg,Austin,TX",30.3638869,-97.6916658,False,Dog,1
"Barton Skyway And S Lamar Blvd,Austin,TX",30.2436129,-97.78228659999999,False,Dog,1
"North Lamar And Meadowlark Street,Austin,TX",30.32971969999999,-97.723171,False,Dog,1
"Merrilltown Drive And Mopac Expressway,Austin,TX",30.4498488,-97.6954449,False,Dog,1
"2601 Lott Avenue,Austin,TX",30.2771299,-97.6852987,False,Dog,1
"1020 Arthur Stiles Rd,Austin,TX",30.2568023,-97.68177419999999,False,Dog,1
"12345 Lamplight Village Avenue,Austin,TX",30.4119354,-97.69458139999999,False,Dog,1
"8403 Mesa Dr,Austin,TX",30.3757495,-97.7537059,False,Dog,1
"1720 Grand Avenue Parkway,Pflugerville,TX",30.4572273,-97.6632853,False,Cat,2
"6809 Point North Drive,Austin,TX",30.3074334,-97.6394699,False,Dog,2
"6401 North Hampton,Austin,TX",30.3135772,-97.6807321,False,Dog,1
"N Meadows Dr And Plains Trail,Austin,TX",30.3774273,-97.69700499999999,False,Dog,1
"Riverside And Anise,Austin,TX",30.221949,-97.6963681,False,Dog,1
"12218 Donington Drive,Austin,TX",30.38859589999999,-97.6561335,False,Cat,1
"12218 Donnington Drive,Austin,TX",30.38859589999999,-97.6561335,False,Cat,2
"1908 Willow Creek,Austin,TX",30.2329543,-97.72943529999999,False,Dog,1
"2100 Barton Springs Road,Austin,TX",30.2660703,-97.76913479999999,False,Dog,3
"Saint Elmo And South 1St,Austin,TX",30.2210554,-97.7729286,False,Cat,1
"2203 Rundell Pl,Austin,TX",30.2541695,-97.77646949999999,False,Other,1
"4535 Highway 71 East,Del Valle,TX",30.1870406,-97.6064913,False,Dog,2
"907 West Slaughter Lane,Austin,TX",30.1606549,-97.807902,False,Dog,1
"13512 Fm 812,Travis,TX",30.124047,-97.6385214,False,Dog,1
"933 Coronation Way,Pflugerville,TX",30.4274549,-97.63947759999999,False,Dog,2
"Ih35 And William Cannon Drive,Austin,TX",30.188724,-97.76871799999999,False,Dog,1
"2900 Sun Ridge Drive,Austin,TX",30.2212529,-97.7259133,False,Dog,1
"Howard Lane,Austin,TX",30.4419885,-97.70355479999999,False,Cat,1
"2302 East William Cannon,Austin,TX",30.1877647,-97.7602165,False,Cat,1
"Devine Lane And Strickland,Austin,TX",30.1823634,-97.8116052,False,Dog,1
"12800 Sky Harbor Drive,Del Valle,TX",30.1673759,-97.6250207,False,Dog,1
"12419 Metric Blvd,Austin,TX",30.4113272,-97.6916068,False,Dog,2
"16128 Maritime Alps Way,Austin,TX",30.3210107,-97.9939352,False,Cat,1
"3407 Clarksburg,Austin,TX",30.2066615,-97.83284309999999,False,Dog,2
"5812 N I-H-35,Austin,TX",30.3198945,-97.7085141,False,Dog,1
"6610 N Lamar Blvd,Austin,TX",30.33455339999999,-97.7213908,False,Other,1
"7914 Coulver Road,Austin,TX",30.1230106,-97.7368129,False,Cat,1
"12028 Trot Wood Drive,Austin,TX",30.3851317,-97.66323539999999,True,Cat,1
"4500 51St Street,Austin,TX",30.2937151,-97.6780398,False,Dog,1
"7112 Derby Downs Drive,Austin,TX",30.1491911,-97.7384646,False,Dog,2
"20208 Ed Acklin Road,Manor,TX",30.280074,-97.49728999999999,False,Dog,1
"5801 Alomar Cove,Del Valle,TX",30.16920189999999,-97.61904439999999,False,Cat,1
"5801 Ainez,Austin,TX",30.1877072,-97.7382205,False,Dog,1
"Mistletoe Trail And Twin Creeks,Travis,TX",30.1297817,-97.82308440000001,False,Dog,1
"13212 Rampart St,Austin,TX",30.4242149,-97.68637729999999,False,Dog,1
"2619 East 4Th Street,Austin,TX",30.255932,-97.7130881,False,Dog,1
"20617 Raptor Roost Road,Pflugerville,TX",30.4809683,-97.5605312,False,Dog,1
"10712 Gaillardia Dr,Austin,TX",30.314579,-97.8999427,False,Cat,1
"739 W William Cannon Dr,Austin,TX",30.1977965,-97.7899425,False,Dog,1
"2005 Conestoga Trl,Austin,TX",30.195788,-97.75787,False,Cat,1
"1030 Norwood Park Boulevard,Austin,TX",30.3393409,-97.690861,False,Dog,1
"7301 Spicewood Springs Road,Travis,TX",30.4079622,-97.7915982,False,Dog,1
"15302 Marsha,Austin,TX",30.4487423,-97.66961239999999,False,Dog,1
"1706 East William Cannon Drive,Austin,TX",30.1894118,-97.76730239999999,False,Dog,1
"5106 Village Square,Austin,TX",30.1886755,-97.7430555,False,Dog,3
"East 18Th And Chestnut,Austin,TX",30.279269,-97.7170139,False,Dog,1
"14300 Fm 969,Austin,TX",30.2479577,-97.5835934,False,Dog,1
"William Cannon And Salt Springs Road,Austin,TX",30.1689408,-97.7384984,False,Dog,1
"Hogan And Grove,Austin,TX",30.2373031,-97.70219449999999,False,Dog,1
"104 East Rector Street,Manor,TX",30.34596909999999,-97.5564698,False,Dog,1
"1007 E Rundburg,Austin,TX",30.3549026,-97.6839172,False,Cat,1
"5400 Freidrich Lane,Austin,TX",30.2000489,-97.75682719999999,False,Cat,2
"5813 Silver Screen Drive,Austin,TX",30.1394707,-97.7677657,False,Dog,2
"910 Armadillo,Austin,TX",30.2000452,-97.7920862,False,Dog,1
"Evaline Lane,Austin,TX",30.2016992,-97.82963939999999,False,Dog,1
"11540 Church Canyon,Austin,TX",30.3629501,-97.6373362,False,Other,1
"2800 East 2Nd Street,Austin,TX",30.2539819,-97.7120621,False,Dog,2
"621 Congress,Austin,TX",30.2688213,-97.7423125,False,Other,1
"969 @ Imperial,Austin,TX",30.26677149999999,-97.6254081,False,Dog,1
"East Riverside Drive And Montopolis Drive,Austin,TX",30.2249851,-97.7033993,False,Dog,1
"5200 Raton Pass,Austin,TX",30.3126349,-97.6588592,False,Dog,1
"1190 Airport Blvd,Austin,TX",30.2752176,-97.70104099999999,False,Dog,1
"3101 Collins Creek Dr,Austin,TX",30.2221944,-97.732109,True,Dog,1
"183 And Lakeline Blvd,Austin,TX",30.4799891,-97.801873,False,Dog,1
"4802 Cypress Bend,Austin,TX",30.1974254,-97.7355319,False,Dog,1
"305 Chaparral Road,Austin,TX",30.187954,-97.77705590000001,False,Cat,1
"7500 Halliday,Travis,TX",30.2416424,-97.57782209999999,False,Dog,1
"3101 Shoreline Drive,Austin,TX",30.4531612,-97.68308449999999,False,Cat,1
"12096 Old San Antonio Road,Travis,TX",30.1305892,-97.8118839,False,Dog,1
"5307 Airport Blvd,Austin,TX",30.3144663,-97.7143593,False,Other,1
"Hogan Avenue And Felix Avenue,Austin,TX",30.2364514,-97.70137170000001,False,Dog,1
"12663 Claremont Cir,Austin,TX",30.1718089,-97.6239583,False,Dog,1
"900 W Riverside Dr,Austin,TX",30.2636296,-97.7543843,False,Other,1
"45Th Street And Duval,Austin,TX",30.3070055,-97.72456969999999,False,Dog,1
"4713 Chiappero Trl,Austin,TX",30.3226189,-97.7484588,False,Other,1
"Oasis Drive And Escarpment Boulevard,Austin,TX",30.2174522,-97.8741947,False,Dog,1
"4704 Bergfield Drive,Austin,TX",30.1970815,-97.73388759999999,False,Dog,1
"West 35Th Street And North Lamar Blvd,Austin,TX",30.3034259,-97.7442435,False,Dog,1
"3431 West William Cannon Drive,Austin,TX",30.2133443,-97.8301396,False,Dog,2
"Jack Cook Drive,Austin,TX",30.3086301,-97.6729546,False,Dog,1
"Clawson Road And Grayford Drive,Austin,TX",30.23174199999999,-97.7822269,False,Dog,1
"Justin Lane And Grover Ave,Austin,TX",30.3392199,-97.7237753,False,Dog,1
"1410 Westmoor Dr,Austin,TX",30.309271,-97.7013094,False,Dog,1
"2223 Waterloo City Lane,Austin,TX",30.2414994,-97.7235516,False,Other,1
"8440 Burnet,Austin,TX",30.36615759999999,-97.72915139999999,True,Dog,1
"Grady Dr& I-35,Austin,TX",40.5621156,-75.64012369999999,False,Dog,1
"4900 East Oltorf,Austin,TX",30.2227206,-97.7217716,False,Dog,1
"S Congress Ave & Little Texas Ln,Austin,TX",30.2142603,-97.76940959999999,False,Dog,1
"515 Vargas Road,Austin,TX",30.2359059,-97.691632,False,Dog,1
"3501 Lake Austin Blvd,Austin,TX",30.2891372,-97.78223,False,Dog,1
"5304 Village Cove,Austin,TX",30.1953796,-97.7469615,False,Cat,1
"300 K St,Austin,TX",29.43031229999999,-98.4799597,False,Cat,1
"1709 E 71,Austin,TX",30.2217144,-97.6720045,False,Dog,1
"Shady Lane And Bolm Road,Austin,TX",30.2598123,-97.6933833,False,Dog,1
"4700 East Riverside Drive,Austin,TX",30.233125,-97.718251,False,Cat,6
"4700 E Riverside Dr,Austin,TX",30.233125,-97.718251,False,Cat,2
"10500 Ruidosa Street,Austin,TX",30.1361644,-97.6790418,False,Dog,1
"3800 East 16Th Street,Austin,TX",30.28128299999999,-97.69315499999999,False,Dog,1
"Dessau Rd E Oxford Rd,Travis,TX",30.4314845,-97.61833960000001,False,Dog,1
"Pleasant Valley And William Cannon Drive,Austin,TX",30.1806084,-97.74786019999999,False,Dog,1
"13420 Anthen Trail,Austin,TX",30.4570004,-97.75609299999999,False,Dog,1
"7844 Burnet Road,Austin,TX",30.3560598,-97.73182299999999,False,Dog,1
"Dean Keeton And French Place,Austin,TX",30.2840989,-97.72082859999999,False,Dog,1
"8610 N Lamar Blvd,Austin,TX",30.3555199,-97.70408719999999,True,Dog,1
"9208 Creeks Edge Circle,Travis,TX",30.2951543,-97.8843058,False,Other,1
"4600 Gudalupe,Austin,TX",30.3141553,-97.7328955,False,Other,1
"Fm 2001 & I-35,Creedmoor,TX",31.697701,-98.773631,False,Cat,1
"North Loop,Austin,TX",30.31886699999999,-97.7185878,False,Dog,1
"905 Newport Avenue,Austin,TX",30.3655643,-97.67909139999999,False,Other,1
"Grover Ave And 53Rd St,Austin,TX",30.3290996,-97.7317472,False,Dog,1
"12435 Dessau Road,Austin,TX",30.3889414,-97.6448186,False,Dog,1
"Peppertree Pkwy And Teri Road,Austin,TX",30.2014766,-97.7514357,False,Dog,1
"Mariposa And Travis Heights,Austin,TX",30.24086399999999,-97.743472,False,Dog,1
"12860 Research,Austin,TX",30.4341929,-97.77252229999999,False,Dog,1
"18916 Fm 1431,Travis,TX",30.48969,-97.95937099999999,False,Dog,1
"St Johns Ave And Cameron Road,Austin,TX",30.3260912,-97.6923604,False,Dog,1
"St Johns Avenue And Cameron Road,Austin,TX",30.3260912,-97.6923604,False,Dog,1
"Cameron And Braker,Austin,TX",30.315519,-97.70290399999999,False,Dog,1
"11106 Selma,Austin,TX",30.3834842,-97.6949841,True,Dog,1
"Chaparral Road And Circle S,Austin,TX",30.1886522,-97.7787396,False,Cat,5
"7000 Ibis Cove,Austin,TX",30.1994208,-97.8270287,False,Cat,2
"2211 Hancock Drive,Austin,TX",30.3230051,-97.7414228,False,Dog,1
"235 Corinthian,Austin,TX",30.3696559,-97.9954922,False,Cat,1
"3607 Goodwin Ave,Austin,TX",30.2680134,-97.6969448,False,Dog,1
"6108 East Riverside Dr,Austin,TX",30.226376,-97.70534699999999,False,Dog,1
"6301 A Latigo Pass,Austin,TX",30.2306774,-97.8659855,True,Cat,1
"5204 East Ben White,Austin,TX",30.21365359999999,-97.7188613,False,Dog,1
"806 Ramble Lane,Austin,TX",30.2120153,-97.7826365,False,Cat,1
"5801 Alomar Cv,Del Valle,TX",30.16920189999999,-97.61904439999999,False,Cat,2
"1120 West Howard Lane,Austin,TX",30.4249503,-97.66870779999999,False,Cat,1
"East 51St And Springdale,Austin,TX",30.2936364,-97.677807,False,Cat,1
"Camperdown Elm And S 1St Street,Austin,TX",30.1542155,-97.8006264,True,Dog,1
"1301 Quail Field Cove,Austin,TX",30.3665174,-97.7071244,False,Dog,1
"900 Barton Springs Road,Austin,TX",30.2606481,-97.75290160000002,False,Other,1
"1620 Old Lockhart Road,Travis,TX",30.0791584,-97.73188940000001,False,Dog,10
"1516 Desert Quail,Austin,TX",30.3737258,-97.70649139999999,False,Dog,1
"South 1St Street And William Cannon Avenue,Austin,TX",30.1970509,-97.7878418,False,Dog,1
"7322 Sunset Heights Circle,Austin,TX",30.2445301,-97.87459620000001,False,Cat,1
"600 West William Cannon Drive,Austin,TX",30.1973116,-97.78563919999999,False,Dog,1
"5201 Doe Valley Lane,Austin,TX",30.392001,-97.7598957,False,Cat,3
"12041 Dessau Road,Austin,TX",30.3807336,-97.6517927,False,Dog,1
"Highway 290 And Parmer Lane,Manor,TX",30.3548566,-97.6011329,False,Dog,1
"12611 Mistletoe Trail,Travis,TX",30.1299789,-97.8252806,False,Dog,2
"11602 Easy Street,Austin,TX",30.1512152,-97.83256779999999,False,Dog,2
"Woodhollow Drive And Spicewood Springs,Austin,TX",30.3618165,-97.7468766,False,Dog,2
"16520 Jacobson,Del Valle,TX",30.120111,-97.59331399999999,False,Cat,2
"2952 Barton Skyway,Austin,TX",30.2609267,-97.78853219999999,False,Cat,1
"Airport And Mlk,Austin,TX",30.2825403,-97.70398689999999,False,Dog,1
"9510 Night Star Drive,Del Valle,TX",30.2224214,-97.66703509999999,False,Cat,7
"Walton And Bolm Road,Austin,TX",30.2574701,-97.68886099999999,False,Cat,1
"4009 Speedway,Austin,TX",30.3036821,-97.731224,False,Cat,1
"2915 Aftonshire Way,Austin,TX",30.1813119,-97.8396343,False,Dog,1
"South 1St And Oltorf,Austin,TX",30.2421291,-97.7596191,False,Dog,1
"10103 Capitol View Drive,Austin,TX",30.1359584,-97.7531827,False,Cat,5
"8404 Romney Road,Austin,TX",30.1789085,-97.7973325,False,Cat,2
"4911 La Crosse Avenue,Austin,TX",30.189281,-97.8716063,False,Cat,1
"5307 King Charles Drive,Austin,TX",30.2895463,-97.66205839999999,False,Dog,1
"409 East Monroe Street,Austin,TX",30.246575,-97.746795,False,Dog,2
"8208 S Red Oak,Austin,TX",30.3475743,-97.700953,False,Cat,1
"1500 Resaca Ave,Austin,TX",30.3245047,-97.91648409999999,False,Dog,1
"11567 Sundown Trail,Austin,TX",30.1652792,-97.8661896,False,Dog,1
"10000 North Lamar Boulevard,Austin,TX",30.3694186,-97.6952223,False,Cat,2
"Bond And Saville,Austin,TX",30.2270962,-97.7396076,False,Dog,1
"Old Lockhart Road And Fm 1625,Austin,TX",30.1011799,-97.7275141,False,Dog,2
"6503 Bluff Springs Road,Austin,TX",30.1907711,-97.7661025,False,Dog,1
"Crestview And Riverside,Austin,TX",30.3550464,-97.71663749999999,False,Dog,1
"1318 Southpoint,Austin,TX",29.9148649,-97.87916349999999,False,Other,1
"5701 Johnny Morris Rd,Austin,TX",30.2919175,-97.65322189999999,False,Dog,6
"1602 Rockcliff Rd,Austin,TX",30.3405425,-97.788101,False,Other,1
"901 W Ben White Blvd,Austin,TX",30.2260667,-97.7745257,True,Dog,1
"4504 Sojourner Street,Austin,TX",30.2441816,-97.5866766,False,Dog,1
"Ross Road,Del Valle,TX",30.166784,-97.6350782,False,Cat,2
"Ventura Drive And Mission Hill Circle,Austin,TX",30.216665,-97.73534199999999,False,Dog,1
"6107 Ada Ct,Austin,TX",30.1650294,-97.7449274,False,Cat,1
"1009 W Dittmar,Austin,TX",30.1852604,-97.80197079999999,False,Dog,2
"1602 Citation,Travis,TX",30.21980499999999,-97.520935,False,Cat,4
"1602 Citation Drive,Travis,TX",30.21980499999999,-97.520935,False,Cat,2
"Wells Branch And Howard Lane,Austin,TX",30.4402115,-97.6978072,False,Dog,1
"12330 Metric Boulevard,Austin,TX",30.410769,-97.69687499999999,False,Cat,1
"General Williamson And Geronimo Trail,Austin,TX",30.3843001,-97.92253559999999,False,Cat,1
"6301 Back Bay,Austin,TX",30.1883644,-97.89334869999999,False,Other,1
"1905 Ford Street,Austin,TX",30.2533579,-97.7722458,False,Cat,1
"6902 Deborah Drive,Austin,TX",30.3323527,-97.710437,False,Cat,1
"Vasquez St,Austin,TX",30.2313259,-97.6934919,False,Dog,2
"5Th And Congress,Austin,TX",30.2671174,-97.74313049999999,True,Dog,1
"Jones Town,Travis,TX",30.4954748,-97.9233468,False,Dog,1
"Ribecke And Webberville,Austin,TX",30.2793598,-97.6828632,False,Dog,1
"Tom Miller And Sahm,Austin,TX",30.2902188,-97.7045698,False,Dog,1
"Highway 183 And Loyola Lane,Austin,TX",30.302603,-97.66111049999999,False,Dog,2
"Decker Lane And Fm 969,Austin,TX",30.276794,-97.6372739,False,Cat,1
"7201 White Panda Run,Travis,TX",30.1552621,-97.64273329999999,False,Dog,1
"8806 Schick Road,Austin,TX",30.4481001,-97.77748369999999,False,Cat,1
"9002 Magna Carta Loop,Austin,TX",30.33611059999999,-97.6454918,False,Dog,1
"8314 Sh 71 W,Austin,TX",30.2476159,-97.88862429999999,False,Dog,1
"East Second And Mildred Street,Austin,TX",30.256147,-97.7188917,False,Dog,2
"East William Cannon And Mckinney Falls,Austin,TX",30.1632324,-97.72589339999999,False,Dog,1
"10516 Jones Road,Manor,TX",30.303535,-97.491321,False,Cat,1
"Coronado Hills And Berkman Drive,Austin,TX",30.325549,-97.6886899,False,Dog,1
"Guadalupe And West Saint Johns,Austin,TX",30.3377868,-97.7144088,False,Dog,1
"Mopac And Parmer Lane,Austin,TX",30.419883,-97.703651,False,Cat,1
"2701 East 7Th Street,Austin,TX",30.2591095,-97.71155639999999,False,Dog,2
"4508 Merle,Austin,TX",30.2271145,-97.7890166,True,Dog,1
"1200 Speer,Austin,TX",30.2042847,-97.79355679999999,False,Other,1
"1400 Sharp,Travis,TX",30.2471768,-97.77165889999999,False,Dog,1
"Fm 969 And Johnny Morris Road,Austin,TX",30.2827895,-97.6532107,False,Cat,2
"13403 Briar Hollow Drive,Austin,TX",30.4660883,-97.77601039999999,False,Cat,1
"East Riverside And Pleasant Valley,Austin,TX",30.2336433,-97.7210312,False,Cat,2
"1009 Edgecliff Terrace,Austin,TX",30.2499,-97.73785199999999,False,Dog,2
"Wolf Lane And Pearce Lane,Travis,TX",30.1408802,-97.5674659,False,Dog,1
"6700 La Salle,Austin,TX",30.3154804,-97.6721182,False,Cat,1
"500 S Congress Ave,Austin,TX",30.2566766,-97.74830209999999,False,Other,1
"Fireoak Drive And Deadoak Lane,Austin,TX",30.4241001,-97.7699043,False,Dog,1
"Shadowglen,Travis,TX",30.3576583,-97.5450343,False,Dog,1
"4800 Cottonwood St,Austin,TX",30.19658609999999,-97.7332259,False,Dog,1
"2623  Gwendolyn Ln,Austin,TX",30.17455259999999,-97.8364209,True,Cat,1
"11904 Garden Grove Drive,Austin,TX",30.2239789,-97.62857679999999,False,Cat,2
"7902 Tisdale Street,Austin,TX",30.35142639999999,-97.7190253,False,Cat,1
"9308 Anderson Mill,Austin,TX",30.4513025,-97.78414380000001,False,Dog,1
